,index,work,author,birthYear,workLabel,authorLabel,genderLabel,citizenshipLabel,PublicationYear,religionLabel,nativeLanguageLabel
1115,0,http://www.wikidata.org/entity/Q45192,http://www.wikidata.org/entity/Q35610,1859,The Hound of the Baskervilles,Arthur Conan Doyle,male,United Kingdom,1902,spiritism,English
1119,0,http://www.wikidata.org/entity/Q1195112,http://www.wikidata.org/entity/Q1349144,1865,The King in Yellow,Robert W. Chambers,male,United States of America,1895,,
1120,0,http://www.wikidata.org/entity/Q114568940,http://www.wikidata.org/entity/Q207544,1856,The Master Key,L. Frank Baum,male,United States of America,1903,,English
1121,0,http://www.wikidata.org/entity/Q2607078,http://www.wikidata.org/entity/Q229226,1810,Mary Barton,Elizabeth Cleghorn Gaskell,female,United Kingdom of Great Britain and Ireland,1848,,
1122,0,http://www.wikidata.org/entity/Q60172743,http://www.wikidata.org/entity/Q467770,1792,Jacob Faithful,Frederick Marryat,male,Kingdom of Great Britain,1834,,English
1124,0,http://www.wikidata.org/entity/Q60172745,http://www.wikidata.org/entity/Q467770,1792,The King's Own,Frederick Marryat,male,Kingdom of Great Britain,1830,,English
1126,0,http://www.wikidata.org/entity/Q7722508,http://www.wikidata.org/entity/Q467770,1792,The Children of the New Forest,Frederick Marryat,male,Kingdom of Great Britain,1847,,English
1128,0,http://www.wikidata.org/entity/Q124085995,http://www.wikidata.org/entity/Q5486693,1855,Phyllis of Philistia,Frank Frankfort Moore,male,United Kingdom,1895,,
1130,0,http://www.wikidata.org/entity/Q3887161,http://www.wikidata.org/entity/Q296244,1749,Octavia,Vittorio Alfieri,male,Kingdom of Sardinia,1783,,
1131,0,http://www.wikidata.org/entity/Q17107498,http://www.wikidata.org/entity/Q467770,1792,Percival Keene,Frederick Marryat,male,Kingdom of Great Britain,1842,,English
1133,0,http://www.wikidata.org/entity/Q19096514,http://www.wikidata.org/entity/Q467770,1792,The Pirate,Frederick Marryat,male,Kingdom of Great Britain,1836,,English
1135,0,http://www.wikidata.org/entity/Q16254942,http://www.wikidata.org/entity/Q314897,1859,The Reluctant Dragon,Kenneth Grahame,male,United Kingdom,1898,,English
1136,0,http://www.wikidata.org/entity/Q7758216,http://www.wikidata.org/entity/Q318399,1815,The Prime Minister,Anthony Trollope,male,United Kingdom of Great Britain and Ireland,1875,,
1137,0,http://www.wikidata.org/entity/Q4657879,http://www.wikidata.org/entity/Q170509,1843,A Little Tour in France,Henry James,male,United States of America,1884,,English
1139,0,http://www.wikidata.org/entity/Q74483,http://www.wikidata.org/entity/Q183167,1874,The Wisdom of Father Brown,G. K. Chesterton,male,United Kingdom,1914,Catholicism,
1141,0,http://www.wikidata.org/entity/Q3203413,http://www.wikidata.org/entity/Q356283,1721,The Expedition of Humphry Clinker,Tobias Smollett,male,Kingdom of Great Britain,1771,,English
1143,0,http://www.wikidata.org/entity/Q4751627,http://www.wikidata.org/entity/Q79969,1869,Anarchism and Other Essays,Emma Goldman,female,United States of America,1910,atheism,
1146,0,http://www.wikidata.org/entity/Q7992704,http://www.wikidata.org/entity/Q238140,1876,When Patty Went to College,Jean Webster,female,United States of America,1903,,
1147,0,http://www.wikidata.org/entity/Q24886858,http://www.wikidata.org/entity/Q984,1879,Some Everyday Folk and Dawn,Miles Franklin,female,Australia,1909,,
1148,0,http://www.wikidata.org/entity/Q6763446,http://www.wikidata.org/entity/Q131333,1819,The Lifted Veil,George Eliot,female,United Kingdom of Great Britain and Ireland,1859,atheism,English
1150,0,http://www.wikidata.org/entity/Q4232653,http://www.wikidata.org/entity/Q2579425,1825,The Coral Island,Robert Michael Ballantyne,male,United Kingdom of Great Britain and Ireland,1858,,
1151,0,http://www.wikidata.org/entity/Q17015740,http://www.wikidata.org/entity/Q2579425,1825,The Gorilla Hunters,Robert Michael Ballantyne,male,United Kingdom of Great Britain and Ireland,1861,,
1152,0,http://www.wikidata.org/entity/Q23307953,http://www.wikidata.org/entity/Q2579425,1825,The Island Queen,Robert Michael Ballantyne,male,United Kingdom of Great Britain and Ireland,1885,,
1153,0,http://www.wikidata.org/entity/Q7714948,http://www.wikidata.org/entity/Q170509,1843,The Author of Beltraffio,Henry James,male,United States of America,1884,,English
1155,0,http://www.wikidata.org/entity/Q115695297,http://www.wikidata.org/entity/Q724395,1925,The Yillian Way,Keith Laumer,male,United States of America,1962,,
1156,0,http://www.wikidata.org/entity/Q80771,http://www.wikidata.org/entity/Q34970,1885,Sons and Lovers,D. H. Lawrence,male,United Kingdom,1913,,
1157,0,http://www.wikidata.org/entity/Q124088757,http://www.wikidata.org/entity/Q2579425,1825,The Madman and the Pirate,Robert Michael Ballantyne,male,United Kingdom of Great Britain and Ireland,1883,,
1158,0,http://www.wikidata.org/entity/Q3820043,http://www.wikidata.org/entity/Q4985,1819,The Confidence-Man,Herman Melville,male,United States of America,1857,,English
1159,0,http://www.wikidata.org/entity/Q106466560,http://www.wikidata.org/entity/Q3946632,1797,Handy Andy,Samuel Lover,male,United Kingdom of Great Britain and Ireland,1837,,
1160,0,http://www.wikidata.org/entity/Q3222702,http://www.wikidata.org/entity/Q69339,1804,The Marble Faun,Nathaniel Hawthorne,male,United States of America,1860,Unitarianism,English
1161,0,http://www.wikidata.org/entity/Q11507890,http://www.wikidata.org/entity/Q288210,1831,Unbeaten Tracks in Japan,Isabella Bird,female,United Kingdom of Great Britain and Ireland,1881,,
1162,0,http://www.wikidata.org/entity/Q15033625,http://www.wikidata.org/entity/Q489193,1925,Planet of the Damned,Harry Harrison,male,United States of America,1962,atheism,English
1163,0,http://www.wikidata.org/entity/Q1431054,http://www.wikidata.org/entity/Q154010,1733,Oberon,Christoph Martin Wieland,male,Biberach an der Riss,1780,,
1164,0,http://www.wikidata.org/entity/Q968544,http://www.wikidata.org/entity/Q76483,1875,Die Aufzeichnungen des Malte Laurids Brigge,Rainer Maria Rilke,male,Austria,1910,,German
1167,0,http://www.wikidata.org/entity/Q17031274,http://www.wikidata.org/entity/Q207544,1856,The Woggle-Bug Book,L. Frank Baum,male,United States of America,1905,,English
1168,0,http://www.wikidata.org/entity/Q124085429,http://www.wikidata.org/entity/Q505827,1844,Much Darker Days,Andrew Lang,male,United Kingdom of Great Britain and Ireland,1884,,English
1169,0,http://www.wikidata.org/entity/Q1093419,http://www.wikidata.org/entity/Q154782,1781,Peter Schlemihl,Adelbert von Chamisso,male,Kingdom of Prussia,1814,,
1171,0,http://www.wikidata.org/entity/Q3300215,http://www.wikidata.org/entity/Q3816,1804,Mauprat,George Sand,female,France,1837,Catholicism,French
1172,0,http://www.wikidata.org/entity/Q123410504,http://www.wikidata.org/entity/Q170509,1843,The Finer Grain,Henry James,male,United States of America,1910,,English
1174,0,http://www.wikidata.org/entity/Q3916751,http://www.wikidata.org/entity/Q170509,1843,The Outcry,Henry James,male,United States of America,1911,,English
1176,0,http://www.wikidata.org/entity/Q3412135,http://www.wikidata.org/entity/Q311854,1850,An Iceland Fisherman,Pierre Loti,male,France,1886,,French
1177,0,http://www.wikidata.org/entity/Q2634129,http://www.wikidata.org/entity/Q45765,1876,The Scarlet Plague,Jack London,male,United States of America,1912,atheism,
1178,0,http://www.wikidata.org/entity/Q4552364,http://www.wikidata.org/entity/Q45765,1876,A Son of the Sun,Jack London,male,United States of America,1912,atheism,
1179,0,http://www.wikidata.org/entity/Q223688,http://www.wikidata.org/entity/Q991,1821,The Gambler,Fyodor Dostoyevsky,male,Russian Empire,1867,Russian Orthodox Church,Russian
1180,0,http://www.wikidata.org/entity/Q124092606,http://www.wikidata.org/entity/Q27888932,1867,The Love Affairs of an Old Maid,Lilian Bell,female,United States of America,1895,,
1181,0,http://www.wikidata.org/entity/Q112061502,http://www.wikidata.org/entity/Q489193,1925,The Repairman,Harry Harrison,male,United States of America,1958,atheism,English
1182,0,http://www.wikidata.org/entity/Q1198668,http://www.wikidata.org/entity/Q82925,1857,The Secret Sharer,Joseph Conrad,male,United Kingdom,1912,atheism,
1186,0,http://www.wikidata.org/entity/Q19885281,http://www.wikidata.org/entity/Q2060612,1871,The Lure of the Mask,Harold MacGrath,male,United States of America,1908,,
1187,0,http://www.wikidata.org/entity/Q19756648,http://www.wikidata.org/entity/Q1293795,1862,The Rover Boys on the Farm,Edward Stratemeyer,male,United States of America,1908,,
1188,0,http://www.wikidata.org/entity/Q122940855,http://www.wikidata.org/entity/Q38221441,1853,Peak and Prairie,Anna Fuller,female,United States of America,1894,,
1189,0,http://www.wikidata.org/entity/Q589868,http://www.wikidata.org/entity/Q34743,1865,Kim,Rudyard Kipling,male,United Kingdom,1901,,English
1191,0,http://www.wikidata.org/entity/Q1792726,http://www.wikidata.org/entity/Q134942,1874,The Moon and Sixpence,William Somerset Maugham,male,United Kingdom,1919,,
1193,0,http://www.wikidata.org/entity/Q19870675,http://www.wikidata.org/entity/Q218698,1859,All Roads Lead to Calvary,Jerome K. Jerome,male,United Kingdom of Great Britain and Ireland,1919,,
1195,0,http://www.wikidata.org/entity/Q124093735,http://www.wikidata.org/entity/Q102513,1811,Oldtown Fireside Stories,Harriet Beecher Stowe,female,United States of America,1871,Protestantism,English
1196,0,http://www.wikidata.org/entity/Q253451,http://www.wikidata.org/entity/Q207515,1881,A Damsel in Distress,P. G. Wodehouse,male,United States of America,1919,,
1199,0,http://www.wikidata.org/entity/Q936276,http://www.wikidata.org/entity/Q314897,1859,The Wind in the Willows,Kenneth Grahame,male,United Kingdom,1908,,English
1200,0,http://www.wikidata.org/entity/Q4718102,http://www.wikidata.org/entity/Q229480,1873,Alexander's Bridge,Willa Cather,female,United States of America,1912,,
1201,0,http://www.wikidata.org/entity/Q109832680,http://www.wikidata.org/entity/Q63055,1880,The Adventures of Maya the Bee,Waldemar Bonsels,male,Germany,1912,,
1203,0,http://www.wikidata.org/entity/Q5215976,http://www.wikidata.org/entity/Q35610,1859,Danger! and Other Stories,Arthur Conan Doyle,male,United Kingdom,1918,spiritism,English
1207,0,http://www.wikidata.org/entity/Q1789470,http://www.wikidata.org/entity/Q109540,1832,Kritik des Herzens,Wilhelm Busch,male,Kingdom of Prussia,1874,Lutheranism,German
1209,0,http://www.wikidata.org/entity/Q1193766,http://www.wikidata.org/entity/Q457287,1863,The Prisoner of Zenda,Anthony Hope,male,United Kingdom,1894,,English
1211,0,http://www.wikidata.org/entity/Q1168338,http://www.wikidata.org/entity/Q172788,1862,The Gift of the Magi,O. Henry,male,United States of America,1906,,
1212,0,http://www.wikidata.org/entity/Q7735024,http://www.wikidata.org/entity/Q172788,1862,The Four Million,O. Henry,male,United States of America,1906,,
1213,0,http://www.wikidata.org/entity/Q2008343,http://www.wikidata.org/entity/Q229480,1873,O Pioneers!,Willa Cather,female,United States of America,1913,,
1214,0,http://www.wikidata.org/entity/Q7045074,http://www.wikidata.org/entity/Q5686,1812,No Thoroughfare,Charles Dickens,male,United Kingdom of Great Britain and Ireland,1867,Anglicanism,British English
1215,0,http://www.wikidata.org/entity/Q1146642,http://www.wikidata.org/entity/Q189119,1879,Howards End,E. M. Forster,male,United Kingdom,1910,,
1217,0,http://www.wikidata.org/entity/Q5918659,http://www.wikidata.org/entity/Q314158,1867,How to Live on 24 Hours a Day,Arnold Bennett,male,United Kingdom,1908,,
1218,0,http://www.wikidata.org/entity/Q16385971,http://www.wikidata.org/entity/Q237196,1856,Heart of the World,H. Rider Haggard,male,United Kingdom of Great Britain and Ireland,1895,,
1219,0,http://www.wikidata.org/entity/Q124081286,http://www.wikidata.org/entity/Q670179,1854,Adam Johnstone's Son,Francis Marion Crawford,male,United States of America,1896,,
1220,0,http://www.wikidata.org/entity/Q7719328,http://www.wikidata.org/entity/Q443325,1874,The Book of the Damned,Charles Fort,male,United States of America,1919,,
1221,0,http://www.wikidata.org/entity/Q7763415,http://www.wikidata.org/entity/Q467770,1792,The Settlers in Canada,Frederick Marryat,male,Kingdom of Great Britain,1844,,English
1223,0,http://www.wikidata.org/entity/Q56161615,http://www.wikidata.org/entity/Q52155909,1868,Mary Louise and Josie O'Gorman,Emma Speed Sampson,female,United States of America,1922,,
1224,0,http://www.wikidata.org/entity/Q1619593,http://www.wikidata.org/entity/Q368519,1824,At the Back of the North Wind,George MacDonald,male,United Kingdom of Great Britain and Ireland,1871,Presbyterianism,
1225,0,http://www.wikidata.org/entity/Q3233793,http://www.wikidata.org/entity/Q144090,1890,The Vortex Blaster,Edward Elmer Smith,male,United States of America,1960,,
1226,0,http://www.wikidata.org/entity/Q30915115,http://www.wikidata.org/entity/Q182589,1834,The Defence of Guenevere and Other Poems,William Morris,male,United Kingdom,1858,,English
1228,0,http://www.wikidata.org/entity/Q3225607,http://www.wikidata.org/entity/Q183713,1811,The Mummy's Foot,Théophile Gautier,male,France,1840,,
1229,0,http://www.wikidata.org/entity/Q7811172,http://www.wikidata.org/entity/Q455776,1850,To Whom This May Come,Edward Bellamy,male,United States of America,1889,,
1230,0,http://www.wikidata.org/entity/Q19109874,http://www.wikidata.org/entity/Q5321848,1893,Masters of Space,E. Everett Evans,male,United States of America,1962,,
1231,0,http://www.wikidata.org/entity/Q1898036,http://www.wikidata.org/entity/Q167856,1789,The Pioneers,James Fenimore Cooper,male,United States of America,1823,,English
1232,0,http://www.wikidata.org/entity/Q2992437,http://www.wikidata.org/entity/Q941810,1770,The Private Memoirs and Confessions of a Justified Sinner,James Hogg,male,Kingdom of Great Britain,1824,,
1233,0,http://www.wikidata.org/entity/Q22138428,http://www.wikidata.org/entity/Q57946,1863,Psychotherapy,Hugo Münsterberg,male,United States of America,1909,,
1235,0,http://www.wikidata.org/entity/Q124081208,http://www.wikidata.org/entity/Q301983,1836,A Waif of the Plains,Bret Harte,male,United States of America,1890,,
1236,0,http://www.wikidata.org/entity/Q1197994,http://www.wikidata.org/entity/Q77486,1866,Der Wehrwolf,Hermann Löns,male,Kingdom of Prussia,1910,,
1238,0,http://www.wikidata.org/entity/Q124085912,http://www.wikidata.org/entity/Q670179,1854,Paul Patoff,Francis Marion Crawford,male,United States of America,1887,,
1239,0,http://www.wikidata.org/entity/Q7883423,http://www.wikidata.org/entity/Q204936,1846,Under the Window,Kate Greenaway,female,United Kingdom of Great Britain and Ireland,1879,,
1240,0,http://www.wikidata.org/entity/Q115766933,http://www.wikidata.org/entity/Q944409,1902,The Ideal,Stanley G. Weinbaum,male,United States of America,1935,,English
1241,0,http://www.wikidata.org/entity/Q5704003,http://www.wikidata.org/entity/Q734054,1871,Ariel,José Enrique Rodó,male,Uruguay,1900,,
1242,0,http://www.wikidata.org/entity/Q645024,http://www.wikidata.org/entity/Q33977,1828,Mathias Sandorf,Jules Verne,male,France,1885,Catholicism,French
1243,0,http://www.wikidata.org/entity/Q16963749,http://www.wikidata.org/entity/Q1195523,1822,Ancient Law,Henry James Sumner Maine,male,United Kingdom of Great Britain and Ireland,1861,,
1244,0,http://www.wikidata.org/entity/Q5233331,http://www.wikidata.org/entity/Q368519,1824,David Elginbrod,George MacDonald,male,United Kingdom of Great Britain and Ireland,1863,Presbyterianism,
1245,0,http://www.wikidata.org/entity/Q581180,http://www.wikidata.org/entity/Q36322,1775,Lady Susan,Jane Austen,female,Kingdom of Great Britain,1871,Anglicanism,English
1247,0,http://www.wikidata.org/entity/Q24255926,http://www.wikidata.org/entity/Q172788,1862,Waifs and Strays,O. Henry,male,United States of America,1917,,
1248,0,http://www.wikidata.org/entity/Q112049959,http://www.wikidata.org/entity/Q489193,1925,Toy Shop,Harry Harrison,male,United States of America,1962,atheism,English
1249,0,http://www.wikidata.org/entity/Q115298530,http://www.wikidata.org/entity/Q547414,1931,The Stoker and the Stars,Algis Budrys,male,United States of America,1959,,
1250,0,http://www.wikidata.org/entity/Q117293,http://www.wikidata.org/entity/Q991,1821,Poor Folk,Fyodor Dostoyevsky,male,Russian Empire,1846,Russian Orthodox Church,Russian
1251,0,http://www.wikidata.org/entity/Q124090492,http://www.wikidata.org/entity/Q32829,1814,The Two Shipmates,William Henry Giles Kingston,male,United Kingdom of Great Britain and Ireland,1874,,
1252,0,http://www.wikidata.org/entity/Q3485648,http://www.wikidata.org/entity/Q82925,1857,A Set of Six,Joseph Conrad,male,United Kingdom,1908,atheism,
1256,0,http://www.wikidata.org/entity/Q124093722,http://www.wikidata.org/entity/Q32829,1814,My First Cruise,William Henry Giles Kingston,male,United Kingdom of Great Britain and Ireland,1866,,
1257,0,http://www.wikidata.org/entity/Q124090036,http://www.wikidata.org/entity/Q32829,1814,The Rival Crusoes,William Henry Giles Kingston,male,United Kingdom of Great Britain and Ireland,1879,,
1258,0,http://www.wikidata.org/entity/Q7801858,http://www.wikidata.org/entity/Q207544,1856,Tik-Tok of Oz,L. Frank Baum,male,United States of America,1914,,English
1259,0,http://www.wikidata.org/entity/Q1147121,http://www.wikidata.org/entity/Q191050,1842,The Devil's Dictionary,Ambrose Bierce,male,United States of America,1912,Christian,
1260,0,http://www.wikidata.org/entity/Q2738351,http://www.wikidata.org/entity/Q437184,1835,Lady Audley's Secret,Mary Elizabeth Braddon,female,United Kingdom,1862,,
1262,0,http://www.wikidata.org/entity/Q7836104,http://www.wikidata.org/entity/Q356283,1721,Travels through France and Italy,Tobias Smollett,male,Kingdom of Great Britain,1766,,English
1264,0,http://www.wikidata.org/entity/Q124088644,http://www.wikidata.org/entity/Q32829,1814,The Lily of Leyden,William Henry Giles Kingston,male,United Kingdom of Great Britain and Ireland,1880,,
1265,0,http://www.wikidata.org/entity/Q26085124,http://www.wikidata.org/entity/Q1405996,1818,The White Chief,Thomas Mayne Reid,male,United States of America,1855,,
1267,0,http://www.wikidata.org/entity/Q2002895,http://www.wikidata.org/entity/Q5879,1749,Novelle,Johann Wolfgang von Goethe,male,Saxe-Weimar-Eisenach,1828,Lutheranism,German
1268,0,http://www.wikidata.org/entity/Q3400844,http://www.wikidata.org/entity/Q42511,1866,The Red Room,H. G. Wells,male,United Kingdom,1896,,English
1269,0,http://www.wikidata.org/entity/Q19041694,http://www.wikidata.org/entity/Q7827414,1856,Ancient Ballads and Legends of Hindustan,Toru Dutt,female,British Raj,1882,,
1270,0,http://www.wikidata.org/entity/Q692988,http://www.wikidata.org/entity/Q37030,1875,Tonio Kröger,Thomas Mann,male,Nazi Germany,1903,Lutheranism,German
1274,0,http://www.wikidata.org/entity/Q19093227,http://www.wikidata.org/entity/Q5686,1812,The Magic Fishbone,Charles Dickens,male,United Kingdom of Great Britain and Ireland,1868,Anglicanism,British English
1275,0,http://www.wikidata.org/entity/Q5056525,http://www.wikidata.org/entity/Q214565,1866,Cecily Parsley's Nursery Rhymes,Beatrix Potter,female,London,1922,,English
1277,0,http://www.wikidata.org/entity/Q1286961,http://www.wikidata.org/entity/Q486096,1871,Sister Carrie,Theodore Dreiser,male,United States of America,1900,atheism,
1278,0,http://www.wikidata.org/entity/Q111096185,http://www.wikidata.org/entity/Q1891579,1842,A Lenda da Meia-Noite,Manuel Pinheiro Chagas,male,Kingdom of Portugal,1874,,
1279,0,http://www.wikidata.org/entity/Q3141640,http://www.wikidata.org/entity/Q5752,1842,The Conquest of Bread,Peter Kropotkin,male,Russian Soviet Federative Socialist Republic,1892,,Russian
1281,0,http://www.wikidata.org/entity/Q2420223,http://www.wikidata.org/entity/Q35610,1859,The Adventure of Wisteria Lodge,Arthur Conan Doyle,male,United Kingdom,1908,spiritism,English
1285,0,http://www.wikidata.org/entity/Q499059,http://www.wikidata.org/entity/Q35610,1859,The Adventure of the Cardboard Box,Arthur Conan Doyle,male,United Kingdom,1893,spiritism,English
1289,0,http://www.wikidata.org/entity/Q3041819,http://www.wikidata.org/entity/Q35610,1859,The Adventure of the Red Circle,Arthur Conan Doyle,male,United Kingdom,1911,spiritism,English
1293,0,http://www.wikidata.org/entity/Q2446784,http://www.wikidata.org/entity/Q35610,1859,The Adventure of the Bruce-Partington Plans,Arthur Conan Doyle,male,United Kingdom,1911,spiritism,English
1297,0,http://www.wikidata.org/entity/Q466166,http://www.wikidata.org/entity/Q35610,1859,The Adventure of the Dying Detective,Arthur Conan Doyle,male,United Kingdom,1913,spiritism,English
1305,0,http://www.wikidata.org/entity/Q1216126,http://www.wikidata.org/entity/Q33977,1828,Godfrey Morgan,Jules Verne,male,France,1882,Catholicism,French
1306,0,http://www.wikidata.org/entity/Q3041826,http://www.wikidata.org/entity/Q35610,1859,The Disappearance of Lady Frances Carfax,Arthur Conan Doyle,male,United Kingdom,1911,spiritism,English
1310,0,http://www.wikidata.org/entity/Q5097717,http://www.wikidata.org/entity/Q182589,1834,Child Christopher and Goldilind the Fair,William Morris,male,United Kingdom,1895,,English
1312,0,http://www.wikidata.org/entity/Q733582,http://www.wikidata.org/entity/Q35610,1859,His Last Bow,Arthur Conan Doyle,male,United Kingdom,1917,spiritism,English
1316,0,http://www.wikidata.org/entity/Q2573817,http://www.wikidata.org/entity/Q35610,1859,His Last Bow,Arthur Conan Doyle,male,United Kingdom,1917,spiritism,English
1320,0,http://www.wikidata.org/entity/Q7366231,http://www.wikidata.org/entity/Q518359,1805,Rookwood,William Harrison Ainsworth,male,United Kingdom of Great Britain and Ireland,1834,,English
1321,0,http://www.wikidata.org/entity/Q3863264,http://www.wikidata.org/entity/Q460366,1876,The After House,Mary Roberts Rinehart,female,United States of America,1914,,
1322,0,http://www.wikidata.org/entity/Q1170204,http://www.wikidata.org/entity/Q1270441,1870,The Riddle of the Sands,Erskine Childers,male,Irish Free State,1903,Church of Ireland,
1324,0,http://www.wikidata.org/entity/Q124081270,http://www.wikidata.org/entity/Q6929948,1857,About Peggy Saville,Mrs George de Horne Vaizey,female,United Kingdom of Great Britain and Ireland,1900,,
1325,0,http://www.wikidata.org/entity/Q5497433,http://www.wikidata.org/entity/Q1273998,1879,The Magic Pudding,Norman Lindsay,male,Australia,1918,,
1327,0,http://www.wikidata.org/entity/Q124092131,http://www.wikidata.org/entity/Q442130,1846,The Forsaken Inn,Anna Katharine Green,female,United States of America,1890,,
1328,0,http://www.wikidata.org/entity/Q7093535,http://www.wikidata.org/entity/Q229480,1873,One of Ours,Willa Cather,female,United States of America,1922,,
1329,0,http://www.wikidata.org/entity/Q189509,http://www.wikidata.org/entity/Q34743,1865,The Jungle Book,Rudyard Kipling,male,United Kingdom,1894,,English
1331,0,http://www.wikidata.org/entity/Q5604315,http://www.wikidata.org/entity/Q333004,1875,Greenmantle,John Buchan,male,United Kingdom,1916,,
1332,0,http://www.wikidata.org/entity/Q7526965,http://www.wikidata.org/entity/Q368519,1824,Sir Gibbie,George MacDonald,male,United Kingdom of Great Britain and Ireland,1879,Presbyterianism,
1333,0,http://www.wikidata.org/entity/Q387480,http://www.wikidata.org/entity/Q276028,1849,Little Lord Fauntleroy,Frances Hodgson Burnett,female,United States of America,1885,Christian Science,English
1339,0,http://www.wikidata.org/entity/Q655296,http://www.wikidata.org/entity/Q148234,1875,Tarzan of the Apes,Edgar Rice Burroughs,male,United States of America,1912,,English
1340,0,http://www.wikidata.org/entity/Q89534560,http://www.wikidata.org/entity/Q148234,1875,Tarzan of the Apes,Edgar Rice Burroughs,male,United States of America,1914,,English
1341,0,http://www.wikidata.org/entity/Q3823831,http://www.wikidata.org/entity/Q34970,1885,The Lost Girl,D. H. Lawrence,male,United Kingdom,1920,,
1342,0,http://www.wikidata.org/entity/Q2462056,http://www.wikidata.org/entity/Q944409,1902,A Martian Odyssey,Stanley G. Weinbaum,male,United States of America,1934,,English
1343,0,http://www.wikidata.org/entity/Q51448242,http://www.wikidata.org/entity/Q5301411,1875,Birds of the Indian Hills,Douglas Dewar,male,India,1915,,
1349,0,http://www.wikidata.org/entity/Q1568126,http://www.wikidata.org/entity/Q319871,1856,Up from Slavery,Booker T. Washington,male,United States of America,1901,,
1350,0,http://www.wikidata.org/entity/Q3222833,http://www.wikidata.org/entity/Q45765,1876,The Son of the Wolf,Jack London,male,United States of America,1926,atheism,
1351,0,http://www.wikidata.org/entity/Q3793957,http://www.wikidata.org/entity/Q45765,1876,The Son of the Wolf,Jack London,male,United States of America,1900,atheism,
1352,0,http://www.wikidata.org/entity/Q29018097,http://www.wikidata.org/entity/Q435056,1910,The Ultimate Weapon,John W. Campbell,male,United States of America,1966,atheism,English
1353,0,http://www.wikidata.org/entity/Q23134615,http://www.wikidata.org/entity/Q433325,1873,The Deliverance,Ellen Glasgow,female,United States of America,1904,,
1356,0,http://www.wikidata.org/entity/Q122961437,http://www.wikidata.org/entity/Q38221441,1853,A Venetian June,Anna Fuller,female,United States of America,1896,,
1357,0,http://www.wikidata.org/entity/Q1247666,http://www.wikidata.org/entity/Q82925,1857,The Secret Agent,Joseph Conrad,male,United Kingdom,1907,atheism,
1361,0,http://www.wikidata.org/entity/Q7256099,http://www.wikidata.org/entity/Q207515,1881,Psmith in the City,P. G. Wodehouse,male,United States of America,1910,,
1364,0,http://www.wikidata.org/entity/Q65074031,http://www.wikidata.org/entity/Q345104,1875,Bardelys the Magnificent,Rafael Sabatini,male,Italy,1906,,
1368,0,http://www.wikidata.org/entity/Q5246853,http://www.wikidata.org/entity/Q238140,1876,Dear Enemy,Jean Webster,female,United States of America,1915,,
1369,0,http://www.wikidata.org/entity/Q40591,http://www.wikidata.org/entity/Q34787,1820,The Communist Manifesto,Friedrich Engels,male,Kingdom of Prussia,1848,atheism,German
1370,0,http://www.wikidata.org/entity/Q5917683,http://www.wikidata.org/entity/Q1281119,1860,How Doth the Simple Spelling Bee,Owen Wister,male,United States of America,1907,,
1371,0,http://www.wikidata.org/entity/Q5509743,http://www.wikidata.org/entity/Q4710993,1872,Further Adventures of Lad,Albert Payson Terhune,male,United States of America,1922,,
1372,0,http://www.wikidata.org/entity/Q3081279,http://www.wikidata.org/entity/Q692,1564,Sonnet 23,William Shakespeare,male,Kingdom of England,1840,,Early Modern English
1373,0,http://www.wikidata.org/entity/Q31214278,http://www.wikidata.org/entity/Q4115628,1833,Al primer vuelo,José María de Pereda,male,Spain,1891,,
1374,0,http://www.wikidata.org/entity/Q107326559,http://www.wikidata.org/entity/Q181667,1783,The Legend of Sleepy Hollow,Washington Irving,male,United States of America,1928,,
1375,0,http://www.wikidata.org/entity/Q152267,http://www.wikidata.org/entity/Q45765,1876,White Fang,Jack London,male,United States of America,1906,atheism,
1377,0,http://www.wikidata.org/entity/Q1567059,http://www.wikidata.org/entity/Q38203,1880,The Story of My Life,Helen Keller,female,United States of America,1903,The New Church,
1378,0,http://www.wikidata.org/entity/Q7363279,http://www.wikidata.org/entity/Q131333,1819,Romola,George Eliot,female,United Kingdom of Great Britain and Ireland,1862,atheism,English
1380,0,http://www.wikidata.org/entity/Q602470,http://www.wikidata.org/entity/Q692,1564,Sonnet 130,William Shakespeare,male,Kingdom of England,1840,,Early Modern English
1381,0,http://www.wikidata.org/entity/Q1200876,http://www.wikidata.org/entity/Q1193106,1927,Despoilers of the Golden Empire,Randall Garrett,male,United States of America,1959,,
1382,0,http://www.wikidata.org/entity/Q5178818,http://www.wikidata.org/entity/Q318399,1815,Cousin Henry,Anthony Trollope,male,United Kingdom of Great Britain and Ireland,1879,,
1383,0,http://www.wikidata.org/entity/Q3234050,http://www.wikidata.org/entity/Q45765,1876,The Mutiny of the Elsinore,Jack London,male,United States of America,1914,atheism,
1384,0,http://www.wikidata.org/entity/Q1679462,http://www.wikidata.org/entity/Q123075,1878,Jakob von Gunten,Robert Walser,male,Switzerland,1909,,
1385,0,http://www.wikidata.org/entity/Q3819534,http://www.wikidata.org/entity/Q2065950,1862,The Eye of Osiris,R. Austin Freeman,male,United Kingdom,1911,,
1386,0,http://www.wikidata.org/entity/Q19212828,http://www.wikidata.org/entity/Q26993,1817,Im Saal,Theodor Storm,male,Duchy of Schleswig,1851,atheism,
1388,0,http://www.wikidata.org/entity/Q377466,http://www.wikidata.org/entity/Q9711,1799,La Maison du Chat-qui-pelote,Honoré de Balzac,male,France,1829,Catholicism,French
