,item,work,itemLabel,workLabel
3,http://www.wikidata.org/entity/Q57592,http://www.wikidata.org/entity/Q3806149,Magnus Hirschfeld,Jahrbuch für sexuelle Zwischenstufen
0,http://www.wikidata.org/entity/Q171969,http://www.wikidata.org/entity/Q3454306,Georges Cuvier,Le Règne Animal
0,http://www.wikidata.org/entity/Q192069,http://www.wikidata.org/entity/Q1134354,Enid Blyton,The Famous Five
1,http://www.wikidata.org/entity/Q192069,http://www.wikidata.org/entity/Q2165270,Enid Blyton,The Secret Seven
2,http://www.wikidata.org/entity/Q192069,http://www.wikidata.org/entity/Q107355534,Enid Blyton,Noddy
0,http://www.wikidata.org/entity/Q7635294,http://www.wikidata.org/entity/Q6929883,Sui Sin Far,Mrs. Spring Fragrance
0,http://www.wikidata.org/entity/Q391591,http://www.wikidata.org/entity/Q4657544,Roger Williams,A Key Into the Language of America
0,http://www.wikidata.org/entity/Q366328,http://www.wikidata.org/entity/Q1664023,Brunetto Latini,Li livres dou Tresor
1,http://www.wikidata.org/entity/Q366328,http://www.wikidata.org/entity/Q3792682,Brunetto Latini,Q3792682
2,http://www.wikidata.org/entity/Q366328,http://www.wikidata.org/entity/Q3792977,Brunetto Latini,Tesoretto
0,http://www.wikidata.org/entity/Q50146529,http://www.wikidata.org/entity/Q101605442,Sarah E. Farro,True Love: A Story of English Domestic Life
0,http://www.wikidata.org/entity/Q80137,http://www.wikidata.org/entity/Q202975,Emily Brontë,Wuthering Heights
1,http://www.wikidata.org/entity/Q80137,http://www.wikidata.org/entity/Q772985,Emily Brontë,"Poems by Currer, Ellis, and Acton Bell"
0,http://www.wikidata.org/entity/Q444893,http://www.wikidata.org/entity/Q2872662,Ramón Gómez de la Serna,Automoribundia
1,http://www.wikidata.org/entity/Q444893,http://www.wikidata.org/entity/Q5683930,Ramón Gómez de la Serna,El caballero del hongo gris
0,http://www.wikidata.org/entity/Q310916,http://www.wikidata.org/entity/Q29747023,Iamblichus,Life of Pythagoras
1,http://www.wikidata.org/entity/Q310916,http://www.wikidata.org/entity/Q121158445,Iamblichus,Geography
0,http://www.wikidata.org/entity/Q766584,http://www.wikidata.org/entity/Q100635332,Auguste Hauschner,Die Siedlung
1,http://www.wikidata.org/entity/Q766584,http://www.wikidata.org/entity/Q100635524,Auguste Hauschner,Die Heilung
0,http://www.wikidata.org/entity/Q966894,http://www.wikidata.org/entity/Q3231724,Jacques Bainville,Q3231724
0,http://www.wikidata.org/entity/Q551744,http://www.wikidata.org/entity/Q56316155,Jean Richepin,Q56316155
0,http://www.wikidata.org/entity/Q10133,http://www.wikidata.org/entity/Q1229963,Suetonius,The Twelve Caesars
0,http://www.wikidata.org/entity/Q4296277,http://www.wikidata.org/entity/Q6698664,Hope Mirrlees,Lud-in-the-Mist
0,http://www.wikidata.org/entity/Q186816,http://www.wikidata.org/entity/Q18685191,Ferdinand Georg Waldmüller,Portrait of the Mother of Captain von Stierle-Holzmeister
0,http://www.wikidata.org/entity/Q26873,http://www.wikidata.org/entity/Q7746453,Milton A. Rothman,The Laws of Physics
0,http://www.wikidata.org/entity/Q937096,http://www.wikidata.org/entity/Q4884677,John Martin,Belshazzar's Feast
1,http://www.wikidata.org/entity/Q937096,http://www.wikidata.org/entity/Q6748553,John Martin,Manfred on the Jungfrau
2,http://www.wikidata.org/entity/Q937096,http://www.wikidata.org/entity/Q7732151,John Martin,The end of the world
0,http://www.wikidata.org/entity/Q18535734,http://www.wikidata.org/entity/Q20592032,Robert Jones,Drych yr Amseroedd
0,http://www.wikidata.org/entity/Q3524511,http://www.wikidata.org/entity/Q3221396,Thierry Sandre,Q3221396
0,http://www.wikidata.org/entity/Q469888,http://www.wikidata.org/entity/Q1195924,Lewis Mumford,The Myth of the Machine
1,http://www.wikidata.org/entity/Q469888,http://www.wikidata.org/entity/Q7692389,Lewis Mumford,Technics and Civilization
2,http://www.wikidata.org/entity/Q469888,http://www.wikidata.org/entity/Q7723203,Lewis Mumford,The City in History
0,http://www.wikidata.org/entity/Q46999591,http://www.wikidata.org/entity/Q51451850,Janet Harvey Kelman,"Butterflies and moths, shown to the children"
0,http://www.wikidata.org/entity/Q8020587,http://www.wikidata.org/entity/Q21822121,William Wright,BOOKS OF THE TIMES; The Showgirl and Her (Many) Princes
0,http://www.wikidata.org/entity/Q966324,http://www.wikidata.org/entity/Q3210620,Léon Frapié,La Maternelle
0,http://www.wikidata.org/entity/Q2958880,http://www.wikidata.org/entity/Q3220429,Charles Derennes,Q3220429
0,http://www.wikidata.org/entity/Q15053448,http://www.wikidata.org/entity/Q15053456,John Ellis,World War II
1,http://www.wikidata.org/entity/Q15053448,http://www.wikidata.org/entity/Q15053459,John Ellis,World War II
0,http://www.wikidata.org/entity/Q901681,http://www.wikidata.org/entity/Q64152956,Aladár Schöpflin,Magyar Színművészeti Lexikon
0,http://www.wikidata.org/entity/Q79088,http://www.wikidata.org/entity/Q400106,Robert Hamerling,Ahasver in Rom
0,http://www.wikidata.org/entity/Q1096967,http://www.wikidata.org/entity/Q30918722,Claude McKay,Songs of Jamaica
1,http://www.wikidata.org/entity/Q1096967,http://www.wikidata.org/entity/Q39045609,Claude McKay,If We Must Die
0,http://www.wikidata.org/entity/Q24038739,http://www.wikidata.org/entity/Q5687704,Margaret Roscoe,Monandrian Plants of the Order Scitamineae
0,http://www.wikidata.org/entity/Q469844,http://www.wikidata.org/entity/Q56653480,Elizabeth Blackwell,A Curious Herbal
0,http://www.wikidata.org/entity/Q81731,http://www.wikidata.org/entity/Q8269,Murasaki Shikibu,The Tale of Genji
1,http://www.wikidata.org/entity/Q81731,http://www.wikidata.org/entity/Q772766,Murasaki Shikibu,The Diary of Lady Murasaki
2,http://www.wikidata.org/entity/Q81731,http://www.wikidata.org/entity/Q65278275,Murasaki Shikibu,Poetic Memoirs
0,http://www.wikidata.org/entity/Q962666,http://www.wikidata.org/entity/Q56653840,Zsigmond Sebők,Q56653840
0,http://www.wikidata.org/entity/Q1350388,http://www.wikidata.org/entity/Q5593383,Sylvester Graham,graham cracker
0,http://www.wikidata.org/entity/Q16943893,http://www.wikidata.org/entity/Q19087949,Arthur Smith,The Game of Go
0,http://www.wikidata.org/entity/Q55072099,http://www.wikidata.org/entity/Q379108,B. Traven,The Death Ship
1,http://www.wikidata.org/entity/Q55072099,http://www.wikidata.org/entity/Q1031831,B. Traven,The White Rose
2,http://www.wikidata.org/entity/Q55072099,http://www.wikidata.org/entity/Q1198192,B. Traven,Der Ziegelbrenner
3,http://www.wikidata.org/entity/Q55072099,http://www.wikidata.org/entity/Q4677176,B. Traven,The Treasure of the Sierra Madre
4,http://www.wikidata.org/entity/Q55072099,http://www.wikidata.org/entity/Q9026284,B. Traven,The Cotton-Pickers
5,http://www.wikidata.org/entity/Q55072099,http://www.wikidata.org/entity/Q10472591,B. Traven,Government
6,http://www.wikidata.org/entity/Q55072099,http://www.wikidata.org/entity/Q10474829,B. Traven,The General from the Jungle
7,http://www.wikidata.org/entity/Q55072099,http://www.wikidata.org/entity/Q10474832,B. Traven,Trozas
8,http://www.wikidata.org/entity/Q55072099,http://www.wikidata.org/entity/Q10551889,B. Traven,The Carreta
9,http://www.wikidata.org/entity/Q55072099,http://www.wikidata.org/entity/Q10577732,B. Traven,March to the Monteria
10,http://www.wikidata.org/entity/Q55072099,http://www.wikidata.org/entity/Q16565148,B. Traven,The Bridge in the Jungle
11,http://www.wikidata.org/entity/Q55072099,http://www.wikidata.org/entity/Q16570724,B. Traven,The Rebellion of the Hanged
0,http://www.wikidata.org/entity/Q167821,http://www.wikidata.org/entity/Q2739687,Gore Vidal,Myra Breckinridge
1,http://www.wikidata.org/entity/Q167821,http://www.wikidata.org/entity/Q2739687,Gore Vidal,Myra Breckinridge
0,http://www.wikidata.org/entity/Q17429277,http://www.wikidata.org/entity/Q18945,Gabrielle Réval,Prix Femina
0,http://www.wikidata.org/entity/Q3159602,http://www.wikidata.org/entity/Q3071004,Jacques Morel,Q3071004
0,http://www.wikidata.org/entity/Q272088,http://www.wikidata.org/entity/Q1248760,Anita Loos,Gentlemen Prefer Blondes
0,http://www.wikidata.org/entity/Q1091635,http://www.wikidata.org/entity/Q945679,Louis Delluc,La Femme de nulle part
0,http://www.wikidata.org/entity/Q3130923,http://www.wikidata.org/entity/Q3227454,Henri Deberly,Q3227454
0,http://www.wikidata.org/entity/Q3051213,http://www.wikidata.org/entity/Q5581512,Elizabeth Enright,Gone-Away Lake
1,http://www.wikidata.org/entity/Q3051213,http://www.wikidata.org/entity/Q7762325,Elizabeth Enright,The Saturdays
2,http://www.wikidata.org/entity/Q3051213,http://www.wikidata.org/entity/Q7784203,Elizabeth Enright,Thimble Summer
0,http://www.wikidata.org/entity/Q6760787,http://www.wikidata.org/entity/Q4967842,Marguerite Henry,Brighty of the Grand Canyon
1,http://www.wikidata.org/entity/Q6760787,http://www.wikidata.org/entity/Q6412400,Marguerite Henry,King of the Wind
2,http://www.wikidata.org/entity/Q6760787,http://www.wikidata.org/entity/Q6880579,Marguerite Henry,Misty of Chincoteague
0,http://www.wikidata.org/entity/Q311253,http://www.wikidata.org/entity/Q745250,Harlan Ellison,Dangerous Visions
1,http://www.wikidata.org/entity/Q311253,http://www.wikidata.org/entity/Q2307397,Harlan Ellison,"I Have No Mouth, and I Must Scream"
2,http://www.wikidata.org/entity/Q311253,http://www.wikidata.org/entity/Q4540312,Harlan Ellison,"""Repent, Harlequin!"" Said the Ticktockman"
3,http://www.wikidata.org/entity/Q311253,http://www.wikidata.org/entity/Q4690992,Harlan Ellison,"Again, Dangerous Visions"
4,http://www.wikidata.org/entity/Q311253,http://www.wikidata.org/entity/Q5658305,Harlan Ellison,Harlan Ellison's Watching
5,http://www.wikidata.org/entity/Q311253,http://www.wikidata.org/entity/Q7745650,Harlan Ellison,The Last Dangerous Visions
6,http://www.wikidata.org/entity/Q311253,http://www.wikidata.org/entity/Q17049896,Harlan Ellison,A Boy and His Dog
7,http://www.wikidata.org/entity/Q311253,http://www.wikidata.org/entity/Q19481993,Harlan Ellison,Life Hutch
0,http://www.wikidata.org/entity/Q1289140,http://www.wikidata.org/entity/Q5638060,Frederick Rolfe,Hadrian the Seventh
0,http://www.wikidata.org/entity/Q61446,http://www.wikidata.org/entity/Q19179816,Theodor Lessing,Q19179816
1,http://www.wikidata.org/entity/Q61446,http://www.wikidata.org/entity/Q19211483,Theodor Lessing,Q19211483
2,http://www.wikidata.org/entity/Q61446,http://www.wikidata.org/entity/Q19215594,Theodor Lessing,Q19215594
3,http://www.wikidata.org/entity/Q61446,http://www.wikidata.org/entity/Q19220910,Theodor Lessing,Q19220910
0,http://www.wikidata.org/entity/Q383442,http://www.wikidata.org/entity/Q7844169,Lima Barreto,Triste Fim de Policarpo Quaresma
0,http://www.wikidata.org/entity/Q380425,http://www.wikidata.org/entity/Q6989952,Ahad Ha'am,Ha-Shiloaḥ
0,http://www.wikidata.org/entity/Q250165,http://www.wikidata.org/entity/Q6011841,Sarojini Naidu,In the Bazaars of Hyderabad
0,http://www.wikidata.org/entity/Q155087,http://www.wikidata.org/entity/Q941462,Thornton Wilder,The Bridge of San Luis Rey
0,http://www.wikidata.org/entity/Q1102252,http://www.wikidata.org/entity/Q52985152,Zsigmond Justh,La Livre de la Pousta
1,http://www.wikidata.org/entity/Q1102252,http://www.wikidata.org/entity/Q72078825,Zsigmond Justh,Ádám
0,http://www.wikidata.org/entity/Q134958,http://www.wikidata.org/entity/Q2658157,Taras Shevchenko,Kobzar
0,http://www.wikidata.org/entity/Q523578,http://www.wikidata.org/entity/Q7568312,Winifred Holtby,South Riding
0,http://www.wikidata.org/entity/Q1356499,http://www.wikidata.org/entity/Q107058671,Ernest Psichari,Q107058671
1,http://www.wikidata.org/entity/Q1356499,http://www.wikidata.org/entity/Q122828038,Ernest Psichari,Q122828038
0,http://www.wikidata.org/entity/Q62468253,http://www.wikidata.org/entity/Q62468938,Samuel Bevan,Sand and Canvas
0,http://www.wikidata.org/entity/Q5696902,http://www.wikidata.org/entity/Q115572575,Julio Cejador y Frauca,Historia de la lengua y literatura castellana
0,http://www.wikidata.org/entity/Q187310,http://www.wikidata.org/entity/Q761681,Carl Larsson,Midwinter's Sacrifice
1,http://www.wikidata.org/entity/Q187310,http://www.wikidata.org/entity/Q1800916,Carl Larsson,Gustav Vasas intåg i Stockholm 1523
2,http://www.wikidata.org/entity/Q187310,http://www.wikidata.org/entity/Q17189257,Carl Larsson,Brita at the Piano
3,http://www.wikidata.org/entity/Q187310,http://www.wikidata.org/entity/Q18574705,Carl Larsson,The Author August Strindberg
4,http://www.wikidata.org/entity/Q187310,http://www.wikidata.org/entity/Q21162834,Carl Larsson,Ett hem
5,http://www.wikidata.org/entity/Q187310,http://www.wikidata.org/entity/Q50297186,Carl Larsson,Svenska kvinnan genom seklen
0,http://www.wikidata.org/entity/Q1082044,http://www.wikidata.org/entity/Q20565165,Rūdolfs Blaumanis,Skroderdienas Silmačos (play)
1,http://www.wikidata.org/entity/Q1082044,http://www.wikidata.org/entity/Q71416129,Rūdolfs Blaumanis,Wader in the Bog
2,http://www.wikidata.org/entity/Q1082044,http://www.wikidata.org/entity/Q71417699,Rūdolfs Blaumanis,Pazudušais dēls (drama)
3,http://www.wikidata.org/entity/Q1082044,http://www.wikidata.org/entity/Q76451937,Rūdolfs Blaumanis,Indrani (play)
4,http://www.wikidata.org/entity/Q1082044,http://www.wikidata.org/entity/Q76452336,Rūdolfs Blaumanis,Ugunī (play)
0,http://www.wikidata.org/entity/Q577180,http://www.wikidata.org/entity/Q4655795,Takeo Arishima,A Certain Woman
1,http://www.wikidata.org/entity/Q577180,http://www.wikidata.org/entity/Q11293846,Takeo Arishima,Q11293846
2,http://www.wikidata.org/entity/Q577180,http://www.wikidata.org/entity/Q11458701,Takeo Arishima,Q11458701
3,http://www.wikidata.org/entity/Q577180,http://www.wikidata.org/entity/Q21015400,Takeo Arishima,Jikkenshitsu
4,http://www.wikidata.org/entity/Q577180,http://www.wikidata.org/entity/Q22124488,Takeo Arishima,Q22124488
5,http://www.wikidata.org/entity/Q577180,http://www.wikidata.org/entity/Q22125704,Takeo Arishima,Q22125704
6,http://www.wikidata.org/entity/Q577180,http://www.wikidata.org/entity/Q22127805,Takeo Arishima,Kurara no Shukke
7,http://www.wikidata.org/entity/Q577180,http://www.wikidata.org/entity/Q22128616,Takeo Arishima,Q22128616
8,http://www.wikidata.org/entity/Q577180,http://www.wikidata.org/entity/Q22128673,Takeo Arishima,Osue no Shi
9,http://www.wikidata.org/entity/Q577180,http://www.wikidata.org/entity/Q28689370,Takeo Arishima,Q28689370
0,http://www.wikidata.org/entity/Q39978,http://www.wikidata.org/entity/Q11514952,Nostradamus,Prognostication
0,http://www.wikidata.org/entity/Q240253,http://www.wikidata.org/entity/Q280894,Theodore Sturgeon,"I, Libertine"
1,http://www.wikidata.org/entity/Q240253,http://www.wikidata.org/entity/Q845613,Theodore Sturgeon,More Than Human
2,http://www.wikidata.org/entity/Q240253,http://www.wikidata.org/entity/Q4747498,Theodore Sturgeon,Amok Time
3,http://www.wikidata.org/entity/Q240253,http://www.wikidata.org/entity/Q6839399,Theodore Sturgeon,Microcosmic God
0,http://www.wikidata.org/entity/Q15442908,http://www.wikidata.org/entity/Q4018750,William Miller,Wee Willie Winkie
0,http://www.wikidata.org/entity/Q288769,http://www.wikidata.org/entity/Q28114417,Peary Chand Mitra,Etaddesiya Strilokdiger Purbabastha
0,http://www.wikidata.org/entity/Q2840554,http://www.wikidata.org/entity/Q3285425,Aluísio Azevedo,O Cortiço
1,http://www.wikidata.org/entity/Q2840554,http://www.wikidata.org/entity/Q7073302,Aluísio Azevedo,O Mulato
2,http://www.wikidata.org/entity/Q2840554,http://www.wikidata.org/entity/Q9698317,Aluísio Azevedo,Casa de Pensão
0,http://www.wikidata.org/entity/Q441537,http://www.wikidata.org/entity/Q19892329,Frances Wright,Course of Popular Lectures
0,http://www.wikidata.org/entity/Q3568291,http://www.wikidata.org/entity/Q7546203,Will James,Smoky the Cowhorse
0,http://www.wikidata.org/entity/Q214115,http://www.wikidata.org/entity/Q3822227,Lorenzo Valla,De falso credita et ementita Constantini donatione declamatio
1,http://www.wikidata.org/entity/Q214115,http://www.wikidata.org/entity/Q42188162,Lorenzo Valla,Confutatio in Morandum
0,http://www.wikidata.org/entity/Q740850,http://www.wikidata.org/entity/Q3347264,Ernest Pérochon,Q3347264
0,http://www.wikidata.org/entity/Q543060,http://www.wikidata.org/entity/Q59291518,Thomas Dunn English,Ben Bolt
0,http://www.wikidata.org/entity/Q6218810,http://www.wikidata.org/entity/Q1747431,John Allison,Scary Go Round
1,http://www.wikidata.org/entity/Q6218810,http://www.wikidata.org/entity/Q4840365,John Allison,Bad Machinery
2,http://www.wikidata.org/entity/Q6218810,http://www.wikidata.org/entity/Q28127374,John Allison,Giant Days
0,http://www.wikidata.org/entity/Q3616468,http://www.wikidata.org/entity/Q55778462,André João Antonil,"Cultura e opulência do Brasil, por suas drogas e minas"
0,http://www.wikidata.org/entity/Q466788,http://www.wikidata.org/entity/Q60193373,Jeanne-Marie Leprince de Beaumont,La Belle et la Bête
0,http://www.wikidata.org/entity/Q1565704,http://www.wikidata.org/entity/Q4190252,Lynn Riggs,Green Grow the Lilacs
0,http://www.wikidata.org/entity/Q176524,http://www.wikidata.org/entity/Q19086771,John Bright,On the English Foreign Policy
0,http://www.wikidata.org/entity/Q34943,http://www.wikidata.org/entity/Q155952,Ptolemy,Almagest
1,http://www.wikidata.org/entity/Q34943,http://www.wikidata.org/entity/Q459547,Ptolemy,Ptolemy's theorem
2,http://www.wikidata.org/entity/Q34943,http://www.wikidata.org/entity/Q743775,Ptolemy,Ptolemy's inequality
3,http://www.wikidata.org/entity/Q34943,http://www.wikidata.org/entity/Q841280,Ptolemy,quadrant
4,http://www.wikidata.org/entity/Q34943,http://www.wikidata.org/entity/Q1194350,Ptolemy,Geography
5,http://www.wikidata.org/entity/Q34943,http://www.wikidata.org/entity/Q1879027,Ptolemy,Tetrabiblos
6,http://www.wikidata.org/entity/Q34943,http://www.wikidata.org/entity/Q1965418,Ptolemy,equant
7,http://www.wikidata.org/entity/Q34943,http://www.wikidata.org/entity/Q7257099,Ptolemy,Ptolemy's intense diatonic scale
8,http://www.wikidata.org/entity/Q34943,http://www.wikidata.org/entity/Q7257100,Ptolemy,Ptolemy's table of chords
9,http://www.wikidata.org/entity/Q34943,http://www.wikidata.org/entity/Q42190733,Ptolemy,Handy Tables
10,http://www.wikidata.org/entity/Q34943,http://www.wikidata.org/entity/Q64138390,Ptolemy,Ptolemaic map
11,http://www.wikidata.org/entity/Q34943,http://www.wikidata.org/entity/Q122260129,Ptolemy,List of Roman emperors
0,http://www.wikidata.org/entity/Q515868,http://www.wikidata.org/entity/Q38227783,Hannah Adams,A View of Religions
1,http://www.wikidata.org/entity/Q515868,http://www.wikidata.org/entity/Q54165763,Hannah Adams,A Summary History of New-England
2,http://www.wikidata.org/entity/Q515868,http://www.wikidata.org/entity/Q68127708,Hannah Adams,The Truth and Excellence of the Christian Religion Exhibited
3,http://www.wikidata.org/entity/Q515868,http://www.wikidata.org/entity/Q68230877,Hannah Adams,An Abridgement of the History of New England for the Use of Young Persons
4,http://www.wikidata.org/entity/Q515868,http://www.wikidata.org/entity/Q71127988,Hannah Adams,"A View of Religions, in two Parts"
0,http://www.wikidata.org/entity/Q272,http://www.wikidata.org/entity/Q57745,Paul Morand,L'Homme pressé
1,http://www.wikidata.org/entity/Q272,http://www.wikidata.org/entity/Q3074671,Paul Morand,Q3074671
2,http://www.wikidata.org/entity/Q272,http://www.wikidata.org/entity/Q20065156,Paul Morand,Hecate and Her Dogs
3,http://www.wikidata.org/entity/Q272,http://www.wikidata.org/entity/Q20313367,Paul Morand,Black Magic
4,http://www.wikidata.org/entity/Q272,http://www.wikidata.org/entity/Q100744448,Paul Morand,Q100744448
0,http://www.wikidata.org/entity/Q1876788,http://www.wikidata.org/entity/Q3227134,Henri Bachelin,Q3227134
0,http://www.wikidata.org/entity/Q315072,http://www.wikidata.org/entity/Q3186815,Georges Bernanos,The Diary of a Country Priest
1,http://www.wikidata.org/entity/Q315072,http://www.wikidata.org/entity/Q3209877,Georges Bernanos,Joy
2,http://www.wikidata.org/entity/Q315072,http://www.wikidata.org/entity/Q16666866,Georges Bernanos,Mouchette
0,http://www.wikidata.org/entity/Q379753,http://www.wikidata.org/entity/Q5753869,Benito Jerónimo Feijoo,Q5753869
1,http://www.wikidata.org/entity/Q379753,http://www.wikidata.org/entity/Q5813751,Benito Jerónimo Feijoo,Q5813751
0,http://www.wikidata.org/entity/Q52155227,http://www.wikidata.org/entity/Q106451747,Julia McNair Wright,A Ramble in Early Spring
1,http://www.wikidata.org/entity/Q52155227,http://www.wikidata.org/entity/Q106452847,Julia McNair Wright,April Leaves
0,http://www.wikidata.org/entity/Q275003,http://www.wikidata.org/entity/Q3407556,Alain,Q3407556
1,http://www.wikidata.org/entity/Q275003,http://www.wikidata.org/entity/Q45197317,Alain,Q45197317
2,http://www.wikidata.org/entity/Q275003,http://www.wikidata.org/entity/Q108404484,Alain,Q108404484
3,http://www.wikidata.org/entity/Q275003,http://www.wikidata.org/entity/Q110357692,Alain,Q110357692
4,http://www.wikidata.org/entity/Q275003,http://www.wikidata.org/entity/Q110813792,Alain,Q110813792
5,http://www.wikidata.org/entity/Q275003,http://www.wikidata.org/entity/Q118368172,Alain,Q118368172
0,http://www.wikidata.org/entity/Q371322,http://www.wikidata.org/entity/Q7583696,Mykhailo Hrushevskyi,History of Ukraine-Rusʹ
1,http://www.wikidata.org/entity/Q371322,http://www.wikidata.org/entity/Q12141239,Mykhailo Hrushevskyi,Collected Works of Mykhailo Hrushevsky
2,http://www.wikidata.org/entity/Q371322,http://www.wikidata.org/entity/Q25421572,Mykhailo Hrushevskyi,History of Ukrainian Literature
3,http://www.wikidata.org/entity/Q371322,http://www.wikidata.org/entity/Q28703759,Mykhailo Hrushevskyi,The Traditional Scheme of “Russian” History
0,http://www.wikidata.org/entity/Q260560,http://www.wikidata.org/entity/Q3135306,Kate Wilhelm,Where Late the Sweet Birds Sang
0,http://www.wikidata.org/entity/Q312549,http://www.wikidata.org/entity/Q784092,Paramahansa Yogananda,Autobiography of a Yogi
0,http://www.wikidata.org/entity/Q44540,http://www.wikidata.org/entity/Q114348479,Oskar Maria Graf,Q114348479
1,http://www.wikidata.org/entity/Q44540,http://www.wikidata.org/entity/Q114354601,Oskar Maria Graf,Q114354601
0,http://www.wikidata.org/entity/Q723604,http://www.wikidata.org/entity/Q16209448,Joel Barlow,The Columbiad
0,http://www.wikidata.org/entity/Q3023540,http://www.wikidata.org/entity/Q15920873,Princess Der Ling,Son of Heaven
1,http://www.wikidata.org/entity/Q3023540,http://www.wikidata.org/entity/Q18841554,Princess Der Ling,Two Years in the Forbidden City
0,http://www.wikidata.org/entity/Q379929,http://www.wikidata.org/entity/Q1138438,Eugène Labiche,The Italian Straw Hat (play)
1,http://www.wikidata.org/entity/Q379929,http://www.wikidata.org/entity/Q3228278,Eugène Labiche,Le voyage de monsieur Perrichon
